model_name,accuracy,f1_macro,oob_score,precision_Dropout,recall_Dropout,f1_Dropout,precision_Enrolled,recall_Enrolled,f1_Enrolled,precision_Graduate,recall_Graduate,f1_Graduate
RandomForest,0.6983050847457627,0.6325900793476004,0.7146086465103136,0.68,0.7183098591549296,0.6986301369863014,0.40131578947368424,0.3836477987421384,0.39228295819935693,0.815242494226328,0.7986425339366516,0.8068571428571428
