model_name,accuracy,f1_macro,precision_Dropout,recall_Dropout,f1_Dropout,precision_Enrolled,recall_Enrolled,f1_Enrolled,precision_Graduate,recall_Graduate,f1_Graduate
MLP,0.735593220338983,0.6319260824215848,0.7039473684210527,0.7535211267605634,0.7278911564625851,0.45348837209302323,0.24528301886792453,0.3183673469387755,0.804040404040404,0.9004524886877828,0.8495197438633938
