mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09840326309204102,0.06018771936300378,0.004127597808837891,0.000140755480054344,relu,0.01,128,"(100,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6113203218586779,0.5607842048520014,0.612390698822368,0.5672486772486772,0.5349630536289043,0.5773413912821257,0.030182605863211812,101
0.10073027610778809,0.03507222902665273,0.003902721405029297,0.0003935519205794347,relu,0.01,128,"(100,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6735273496029869,0.6491105709235497,0.6789238635794406,0.6685506163523872,0.5888270868516596,0.6517878974620048,0.0330490088541848,6
0.08483400344848632,0.019111228167285787,0.00410151481628418,8.483695574363575e-05,relu,0.01,128,"(50, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5682089909134386,0.5680823680823681,0.6189427103611346,0.591942395854096,0.5164887794198139,0.5727330489261703,0.033793033615964585,107
0.10406780242919922,0.01652181433704106,0.0039365291595458984,0.00036850906048355224,relu,0.01,128,"(50, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6591068202936687,0.6888474810213939,0.5866013071895425,0.6561297921358494,0.6408470049701643,0.6463064811221237,0.033658866495419215,8
0.11810646057128907,0.06431337833078418,0.00407862663269043,0.00015368551117307636,relu,0.01,128,"(100, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5443455737978861,0.5136532982686829,0.6310088840209321,0.5272699066994658,0.4976713240186294,0.5427897973611192,0.04671296803604533,136
0.12809305191040038,0.020916172655971198,0.0039653778076171875,0.00041757463325128933,relu,0.01,128,"(100, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6782759133572878,0.6405843552582683,0.6310088840209321,0.6315066261518738,0.6002729535330477,0.6363297464642819,0.025016990211377085,19
0.1851116180419922,0.056344440717833094,0.004012966156005859,0.00019676878164491196,tanh,0.0001,32,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5573600933078057,0.5617128690556682,0.5122875092387288,0.46991869918699186,0.5508708319456166,0.061069256713508144,130
0.1730268955230713,0.03703457166041458,0.005513334274291992,0.0031545538021043305,tanh,0.0001,32,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6080153101429696,0.5957642031171443,0.6276276276276276,0.6455557244430933,0.6194634909178395,0.6192852712497349,0.01697065733916204,42
0.1849456787109375,0.0540096455612163,0.003966331481933594,0.00039294602090849675,tanh,0.0001,32,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5674705713465403,0.6365055407201001,0.5734043679790154,0.5052223731786389,0.5871355684326367,0.053047961079344993,88
0.18263645172119142,0.05532309905173189,0.00479741096496582,0.0007470820880985244,tanh,0.0001,32,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6276671205952384,0.5846199647923785,0.6310088840209321,0.6671048558598759,0.647730352303523,0.6316262355143896,0.02736318797281383,23
0.23025965690612793,0.04755069120085425,0.004176044464111328,0.00026869935066531635,tanh,0.0001,32,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6393703518703518,0.5804284676833696,0.6317261537298577,0.6391627114518681,0.5752899364010475,0.613195524227299,0.029028655591560475,51
0.21713156700134278,0.026076024303864423,0.004460430145263672,0.0007098839520825617,tanh,0.0001,32,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6439009019654182,0.6171999531176746,0.6373080397470642,0.6305114638447972,0.6267416527334448,0.6311324022816798,0.009109889879935962,24
0.38227157592773436,0.15410864623628587,0.004573249816894531,0.0004672085078030131,tanh,0.0001,32,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6370986370986371,0.5929194478902081,0.6174603174603175,0.6725872962592998,0.47830817353461175,0.5996747744486148,0.06604330871025782,77
0.3057265281677246,0.05166535013348366,0.004710626602172851,0.0009164483856480813,tanh,0.0001,32,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6847183606219751,0.6392564665491521,0.5680843075823377,0.6497547253953552,0.654966654966655,0.639356103023095,0.038702025390066334,14
0.11993236541748047,0.04504898105975411,0.0041602134704589845,0.0003702450438493672,tanh,0.0001,64,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5728590250329381,0.5320855614973262,0.5054055939178349,0.46991869918699186,0.5466687737147959,0.06295094269029332,133
0.10695075988769531,0.03894697786124316,0.004586029052734375,0.00020725623820262766,tanh,0.0001,64,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6372461897017153,0.5725971836987829,0.6477431170979558,0.5651003255597634,0.5541285147070739,0.5953630661530582,0.03906986787864174,80
0.1280998706817627,0.03476975982013245,0.004221916198730469,0.00014126987883200236,tanh,0.0001,64,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5764783113669646,0.593741027849555,0.6365055407201001,0.6023809523809524,0.5170658767705181,0.585234341817618,0.039290491201014376,94
0.09446983337402344,0.01133087066685133,0.004131460189819336,0.00017258762436784812,tanh,0.0001,64,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.648887206212047,0.637817122147125,0.626665702788019,0.6272113022113022,0.601708735110607,0.62845801369382,0.015653979625728034,30
0.16239666938781738,0.025969208107704884,0.004258060455322265,0.0001312923815858726,tanh,0.0001,64,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.634172578476376,0.5804284676833696,0.6365055407201001,0.6392594186268885,0.5752899364010475,0.6131311883815564,0.028890182251546364,53
0.12797465324401855,0.0174311616930912,0.004646682739257812,0.0006563973532080052,tanh,0.0001,64,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.5884711779448621,0.6307909665091833,0.6327964074964519,0.6450430228208006,0.6044398651180217,0.620308287977864,0.02070292349096685,39
0.16644735336303712,0.0726840844019494,0.004187679290771485,0.0001989545315613008,tanh,0.0001,64,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5442019683354729,0.5452668354629139,0.6351088525001568,0.5979255007649831,0.4860601115191079,0.5617126537165269,0.050987779847171996,124
0.19560160636901855,0.031627215912554414,0.004265975952148437,3.3512324450323853e-05,tanh,0.0001,64,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6872909698996655,0.582591904543124,0.6613542835765057,0.658752769863881,0.6217468805704099,0.6423473616907172,0.03645661228651396,12
0.09618139266967773,0.043364111797544104,0.004345560073852539,0.0002764880384145672,tanh,0.0001,128,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6324860269984482,0.5728590250329381,0.5580246913580247,0.4875657072814275,0.462682379349046,0.5427235660039769,0.06107135281252034,139
0.05105719566345215,0.008891228617759228,0.00419306755065918,0.0006211555988232502,tanh,0.0001,128,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.625541929889756,0.5729127335553038,0.5968680797707003,0.532310405643739,0.4980690091801203,0.5651404316079238,0.04536910764273476,117
0.09268426895141602,0.019831511205628212,0.00426325798034668,0.0003570429341683835,tanh,0.0001,128,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5492404400209534,0.5949931165376853,0.6047904191616766,0.5488811404100468,0.5170658767705181,0.562994198580176,0.0324610838852285,121
0.06996512413024902,0.00885843228657987,0.004151773452758789,0.00022342049213770076,tanh,0.0001,128,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6713120695904312,0.622630862447186,0.6385438233264321,0.6218361218361218,0.5363908611168554,0.6181427476634054,0.04463257963282048,46
0.12411108016967773,0.014023820232373597,0.0039581298828125,0.0002910387460333337,tanh,0.0001,128,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6334671458016339,0.5978038785969478,0.6317261537298577,0.6181263955251747,0.5752899364010475,0.6112827020109324,0.022063899303057,60
0.11634626388549804,0.020875287066520865,0.004042673110961914,0.0002504992384180215,tanh,0.0001,128,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6277620929794843,0.5825805480277025,0.6257189611764429,0.6433423795612868,0.5705038732640101,0.6099815710017853,0.02823494514871211,64
0.12487425804138183,0.031767994527625056,0.004106998443603516,0.00015651557783625278,tanh,0.0001,128,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5338709677419354,0.5794572445515842,0.6351088525001568,0.6122817188977551,0.4860601115191079,0.5693557790421079,0.05378751276685019,110
0.11451148986816406,0.02168654357904456,0.004830074310302734,0.0006404608855232931,tanh,0.0001,128,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.654810298102981,0.5552026286966045,0.6533659577137838,0.616723259762309,0.5347204548401193,0.6029645198231595,0.04971125273213363,75
0.16808571815490722,0.052328110809162776,0.004583501815795898,0.0012828835854738479,tanh,0.001,32,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5573600933078057,0.5617128690556682,0.5122875092387288,0.46991869918699186,0.5508708319456166,0.061069256713508144,130
0.1889713764190674,0.022187463535875137,0.00421600341796875,0.0001640913961065077,tanh,0.001,32,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6080153101429696,0.5957642031171443,0.6276276276276276,0.6455557244430933,0.6194634909178395,0.6192852712497349,0.01697065733916204,42
0.20183916091918946,0.054137619594334635,0.004586172103881836,0.0010953325610581564,tanh,0.001,32,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5674705713465403,0.6365055407201001,0.5734043679790154,0.5052223731786389,0.5871355684326367,0.053047961079344993,88
0.17291593551635742,0.05261842357736687,0.004165840148925781,2.2699852824114748e-05,tanh,0.001,32,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6276671205952384,0.5846199647923785,0.6518759018759018,0.6671048558598759,0.647730352303523,0.6357996390853835,0.02851771960810288,20
0.2326913833618164,0.03927694240380148,0.0042345523834228516,7.853075153348736e-05,tanh,0.001,32,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6393703518703518,0.5804284676833696,0.6317261537298577,0.6391627114518681,0.5752899364010475,0.613195524227299,0.029028655591560475,51
0.2195891857147217,0.02756753705050504,0.004012203216552735,0.00030123708081101146,tanh,0.001,32,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6439009019654182,0.6171999531176746,0.6373080397470642,0.6305114638447972,0.6267416527334448,0.6311324022816798,0.009109889879935962,24
0.38237571716308594,0.1482077034533142,0.004628324508666992,0.0009876801345432475,tanh,0.001,32,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6370986370986371,0.5929194478902081,0.6174603174603175,0.6725872962592998,0.47830817353461175,0.5996747744486148,0.06604330871025782,77
0.2907264709472656,0.06185842274644483,0.004463672637939453,0.00031701413133396547,tanh,0.001,32,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6847183606219751,0.6392564665491521,0.5680843075823377,0.6497547253953552,0.654966654966655,0.639356103023095,0.038702025390066334,14
0.12274398803710937,0.053394515753072046,0.004094696044921875,3.845732328622248e-05,tanh,0.001,64,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5728590250329381,0.5320855614973262,0.5054055939178349,0.46991869918699186,0.5466687737147959,0.06295094269029332,133
0.1050455093383789,0.03720570024737424,0.004050731658935547,0.00011841864653500841,tanh,0.001,64,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6372461897017153,0.5725971836987829,0.6477431170979558,0.5651003255597634,0.5541285147070739,0.5953630661530582,0.03906986787864174,80
0.12655434608459473,0.037509342902301485,0.00398712158203125,0.00014523847733622318,tanh,0.001,64,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5764783113669646,0.593741027849555,0.6365055407201001,0.6023809523809524,0.5170658767705181,0.585234341817618,0.039290491201014376,94
0.08978662490844727,0.009112218310533122,0.004341650009155274,0.0009932450062138925,tanh,0.001,64,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.648887206212047,0.637817122147125,0.626665702788019,0.6272113022113022,0.601708735110607,0.62845801369382,0.015653979625728034,30
0.15381741523742676,0.022695687072371885,0.0045258522033691405,0.0006344098496237097,tanh,0.001,64,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.634172578476376,0.5804284676833696,0.6365055407201001,0.6392594186268885,0.5752899364010475,0.6131311883815564,0.028890182251546364,53
0.12802567481994628,0.024434180499154735,0.004198122024536133,9.307678115323566e-05,tanh,0.001,64,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.5884711779448621,0.6307909665091833,0.6327964074964519,0.6450430228208006,0.6044398651180217,0.620308287977864,0.02070292349096685,39
0.16504735946655275,0.07262181355134911,0.004193687438964843,0.00018423118111421532,tanh,0.001,64,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5442019683354729,0.5452668354629139,0.6351088525001568,0.5979255007649831,0.4860601115191079,0.5617126537165269,0.050987779847171996,124
0.1979748249053955,0.025904626849720835,0.004308176040649414,0.0005717152927431297,tanh,0.001,64,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6872909698996655,0.582591904543124,0.6613542835765057,0.658752769863881,0.6217468805704099,0.6423473616907172,0.03645661228651396,12
0.09287304878234863,0.04111021736633952,0.004047918319702149,0.00014395581921140433,tanh,0.001,128,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6324860269984482,0.5728590250329381,0.5580246913580247,0.4875657072814275,0.462682379349046,0.5427235660039769,0.06107135281252034,139
0.050095129013061526,0.008310268468492548,0.00388946533203125,0.00020313714026873583,tanh,0.001,128,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.625541929889756,0.5729127335553038,0.5968680797707003,0.532310405643739,0.4980690091801203,0.5651404316079238,0.04536910764273476,117
0.08754267692565917,0.019528271290691412,0.004149055480957032,0.000152111770963023,tanh,0.001,128,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5492404400209534,0.5949931165376853,0.6047904191616766,0.5488811404100468,0.5170658767705181,0.562994198580176,0.0324610838852285,121
0.06647663116455078,0.008750735302503915,0.004073476791381836,8.537031260048821e-05,tanh,0.001,128,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6713120695904312,0.622630862447186,0.6385438233264321,0.6218361218361218,0.5363908611168554,0.6181427476634054,0.04463257963282048,46
0.11745738983154297,0.009664781548764111,0.004059362411499024,0.00021167291819028524,tanh,0.001,128,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6334671458016339,0.5978038785969478,0.6317261537298577,0.6181263955251747,0.5752899364010475,0.6112827020109324,0.022063899303057,60
0.10359492301940917,0.01010652005266566,0.004232645034790039,0.00022656916443026815,tanh,0.001,128,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6277620929794843,0.5825805480277025,0.6257189611764429,0.6433423795612868,0.5705038732640101,0.6099815710017853,0.02823494514871211,64
0.11128072738647461,0.03497104272542578,0.004244470596313476,6.418564689848073e-05,tanh,0.001,128,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5338709677419354,0.5794572445515842,0.6351088525001568,0.6122817188977551,0.4860601115191079,0.5693557790421079,0.05378751276685019,110
0.10859384536743164,0.02223431867404362,0.004216241836547852,4.002320125183126e-05,tanh,0.001,128,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.654810298102981,0.5552026286966045,0.6533659577137838,0.616723259762309,0.5347204548401193,0.6029645198231595,0.04971125273213363,75
0.15432777404785156,0.043145296337597665,0.004092168807983398,4.6410587798349414e-05,tanh,0.01,32,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5573600933078057,0.5617128690556682,0.5122875092387288,0.46991869918699186,0.5508708319456166,0.061069256713508144,130
0.17616057395935059,0.023570954931249413,0.004096555709838867,7.564257680283849e-05,tanh,0.01,32,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.5953260761010686,0.5957642031171443,0.6276276276276276,0.6403774856757668,0.6194634909178395,0.6157117766878893,0.017764810963991264,49
0.18800487518310546,0.0436813876808104,0.004449987411499023,0.0005816406139359627,tanh,0.01,32,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5674705713465403,0.6365055407201001,0.5734043679790154,0.5052223731786389,0.5871355684326367,0.053047961079344993,88
0.17330594062805177,0.0533774831550944,0.004328155517578125,0.000342968207979592,tanh,0.01,32,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6276671205952384,0.5846199647923785,0.6312199036918139,0.6671048558598759,0.647730352303523,0.631668439448566,0.027362365968610903,22
0.22363739013671874,0.041288897483227,0.004228782653808594,6.48634209184649e-05,tanh,0.01,32,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6393703518703518,0.6207013574660633,0.6317261537298577,0.6391627114518681,0.5752899364010475,0.6212501021838377,0.023964935364120865,38
0.2072521686553955,0.02652123538155739,0.004191303253173828,2.2944044451811402e-05,tanh,0.01,32,"(50, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6439009019654182,0.6171999531176746,0.6373080397470642,0.6305114638447972,0.6267416527334448,0.6311324022816798,0.009109889879935962,24
0.35938611030578616,0.14689833693848764,0.004326963424682617,6.329402157725781e-05,tanh,0.01,32,"(100, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6192316765565173,0.5929194478902081,0.6174603174603175,0.6725872962592998,0.47830817353461175,0.5961013823401908,0.06438427509198141,79
0.2773937702178955,0.056731714873563675,0.00419321060180664,0.0001637561552704113,tanh,0.01,32,"(100, 50)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6847183606219751,0.6392564665491521,0.6145524398528827,0.6573623918334653,0.6716791979949875,0.6535137713704926,0.024656751970465955,3
0.11486377716064453,0.04469879539768228,0.004121255874633789,8.441518122177702e-05,tanh,0.01,64,"(50,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6530749889388887,0.5728590250329381,0.5320855614973262,0.5054055939178349,0.46991869918699186,0.5466687737147959,0.06295094269029332,133
0.10289459228515625,0.03647109422809228,0.004155874252319336,0.00013007930645199416,tanh,0.01,64,"(50,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6372461897017153,0.5725971836987829,0.6477431170979558,0.5651003255597634,0.5541285147070739,0.5953630661530582,0.03906986787864174,80
0.12487607002258301,0.03139919174226407,0.0041654109954833984,3.4892947996635006e-05,tanh,0.01,64,"(100,)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5764783113669646,0.593741027849555,0.6365055407201001,0.6023809523809524,0.5170658767705181,0.585234341817618,0.039290491201014376,94
0.08645529747009277,0.008242726230510998,0.0041538715362548825,0.00011889479159715756,tanh,0.01,64,"(100,)",0.01,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.648887206212047,0.5581404103143234,0.626665702788019,0.6272113022113022,0.601708735110607,0.6125226713272597,0.031024287720789186,58
0.14914522171020508,0.027040553051491546,0.00420231819152832,0.00021660646893929564,tanh,0.01,64,"(50, 50)",0.001,adam,"{'activation': 'tanh', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.634172578476376,0.5804284676833696,0.6365055407201001,0.6392594186268885,0.5752899364010475,0.6131311883815564,0.028890182251546364,53
