mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_learning_rate_init,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.15119242668151855,0.03726660844565561,0.0037880420684814455,0.000405503323025327,relu,0.001,64,"(50, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6550887309923454,0.6256387716830755,0.6437531430837989,0.6479829545817876,0.5503413767302656,0.6245609954142546,0.03836295802521847,35
0.21962170600891112,0.06613502291123376,0.004236173629760742,0.00028603876521165306,relu,0.001,64,"(100, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5443455737978861,0.5819746221352647,0.6310088840209321,0.6489367035831993,0.4976713240186294,0.5807874215111822,0.055505357067623676,98
0.16377658843994142,0.02684975799726764,0.004150009155273438,7.485091961301862e-05,relu,0.001,64,"(100, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6173160173160174,0.6014636653760673,0.6113224017421452,0.6148375648375648,0.5880601298747892,0.6065999558293168,0.010724740532091432,71
0.12575511932373046,0.06365346978731636,0.0037240505218505858,0.000410866188807551,relu,0.001,128,"(50,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6419122561444659,0.5726378356220536,0.5082444673775943,0.5031799476243921,0.4617886178861788,0.537552624930937,0.06309126475849632,142
0.07187237739562988,0.03610599672581474,0.003772401809692383,0.00033984832240982146,relu,0.001,128,"(50,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6353630542467078,0.5967175142587436,0.6197184721670038,0.5054055939178349,0.47830817353461175,0.5671025616249804,0.06323912316790407,116
0.1178431510925293,0.10045619858107657,0.005786371231079101,0.0037057720060350244,relu,0.001,128,"(100,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6113203218586779,0.5607842048520014,0.612390698822368,0.5672486772486772,0.5349630536289043,0.5773413912821257,0.030182605863211812,101
0.10613279342651367,0.043228703918691484,0.0038370609283447264,0.0003420603377478699,relu,0.001,128,"(100,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6735273496029869,0.6491105709235497,0.6789238635794406,0.6685506163523872,0.5937574235255174,0.6527739647967763,0.03117625865897958,4
0.08054957389831544,0.01068567464622626,0.004171180725097656,9.495639436581553e-05,relu,0.001,128,"(50, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5682089909134386,0.5680823680823681,0.6189427103611346,0.591942395854096,0.5164887794198139,0.5727330489261703,0.033793033615964585,107
0.11785082817077637,0.0300688043282091,0.0038743019104003906,0.0003530809957351375,relu,0.001,128,"(50, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6519178495922682,0.6888474810213939,0.6071328109302793,0.6561297921358494,0.5499741213566675,0.6308004110072917,0.04806252280115991,27
0.1230506420135498,0.06343463439337338,0.004185104370117187,0.00011044485335736048,relu,0.001,128,"(100, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5443455737978861,0.5136532982686829,0.6310088840209321,0.5272699066994658,0.4976713240186294,0.5427897973611192,0.04671296803604533,136
0.1285149097442627,0.024708235168600334,0.004376077651977539,0.00033732144745458203,relu,0.001,128,"(100, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.001, 'batch_size': 128, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6805527468823728,0.6269858965511139,0.6310088840209321,0.6378956109643567,0.601708735110607,0.6356303747058765,0.025573085964822207,21
0.21778664588928223,0.0352462040375558,0.0049896717071533205,0.0011965721225646645,relu,0.01,32,"(50,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6291867308721241,0.5925767275092612,0.6086288173806108,0.6311305829378119,0.46900244656788076,0.5861050610535378,0.06024209870261965,91
0.1686318874359131,0.03682988494035719,0.004512357711791992,0.001163753839456595,relu,0.01,32,"(50,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6934415901668852,0.5847818993935712,0.6514724608620998,0.654617210982294,0.541941575827118,0.6252509474463935,0.05436562186603582,33
0.26605944633483886,0.12195358420030687,0.0074404716491699215,0.006623658611920244,relu,0.01,32,"(100,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6807840307840308,0.5388418079096046,0.6254693666154374,0.6503478125179655,0.5494219492648401,0.6089729934183757,0.055866879476759834,68
0.18876161575317382,0.05430593857482125,0.004154491424560547,6.0461635454936056e-05,relu,0.01,32,"(100,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6485252152872133,0.6393761636120389,0.6275330949243992,0.6355049177135066,0.47727272727272724,0.605642423761977,0.06453936476129445,72
0.35655937194824217,0.0934783489576093,0.004290437698364258,0.00017932320869507677,relu,0.01,32,"(50, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6464576074332172,0.5890243902439024,0.6302097804076463,0.6077497665732959,0.5920080433969322,0.6130899176109988,0.022174781474402324,56
0.2533872127532959,0.08278784479307108,0.004181575775146484,3.5444881171207956e-05,relu,0.01,32,"(50, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.649970605526161,0.609215335562641,0.6509302663148816,0.6422634561273842,0.5710876323903143,0.6246934591842763,0.030819363865236853,34
0.3031145572662354,0.06490255902086513,0.0067138195037841795,0.005136640075869905,relu,0.01,32,"(100, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6543239369326326,0.5711279907358339,0.6275536429382583,0.6020131031305392,0.4928104575163399,0.5895658262507208,0.055665387764569814,86
0.261381196975708,0.055757420566750183,0.0039994239807128905,0.0003628484639907095,relu,0.01,32,"(100, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 32, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6656882212437768,0.6316781983448649,0.622692533803645,0.635786526741459,0.6583465086459098,0.6428383977559311,0.016387499546209706,11
0.14237394332885742,0.0407031184333441,0.0040473461151123045,6.435719048265651e-05,relu,0.01,64,"(50,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6425296925296925,0.5726378356220536,0.5002929907595223,0.6050135501355013,0.46900244656788076,0.55789530312293,0.06452971047883148,127
0.10592522621154785,0.03932063642571087,0.0037395000457763673,0.0005046920395551962,relu,0.01,64,"(50,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6410338359453177,0.5792855268205036,0.6101121689668879,0.6184260852935551,0.5055315865165386,0.5908778407085606,0.047037971613031616,83
0.10844244956970214,0.04719211867509184,0.006113243103027344,0.00410592426078465,relu,0.01,64,"(100,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.613204698493221,0.5567760273642627,0.6059525199202757,0.580509700451897,0.517124365679279,0.5747134623817871,0.035012300647239064,104
0.14104838371276857,0.058737213097707276,0.00407705307006836,6.24779696399243e-05,relu,0.01,64,"(100,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (100,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6386822470923853,0.6300308341447582,0.648887799831196,0.6533353425758489,0.6781487598972262,0.649816996708283,0.01631812396002388,7
0.19580273628234862,0.019937815681155834,0.003963375091552734,0.00038645116203958553,relu,0.01,64,"(50, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6465061120233534,0.5890243902439024,0.5796057794395975,0.5287637698898409,0.4944863215584742,0.5676772746310337,0.052312810361314625,115
0.1720116138458252,0.03543875653690229,0.0038397789001464845,0.0003939503647210818,relu,0.01,64,"(50, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (50, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6550887309923454,0.6459414981154111,0.6336370858844899,0.6643649465735355,0.5499741213566675,0.6298012765844899,0.04118664232335786,29
0.22492618560791017,0.057052794164202655,0.00420985221862793,5.6437177795310594e-05,relu,0.01,64,"(100, 50)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.5443455737978861,0.5819746221352647,0.6310088840209321,0.6489367035831993,0.4976713240186294,0.5807874215111822,0.055505357067623676,98
0.17875008583068847,0.03026511955633435,0.004034996032714844,0.00043508423743274374,relu,0.01,64,"(100, 50)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 64, 'hidden_layer_sizes': (100, 50), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6447482057238155,0.6102272727272727,0.6113224017421452,0.6316859221223791,0.5928001171903611,0.6181567839011948,0.01812560492338974,45
0.12903671264648436,0.03629767863354494,0.003793001174926758,0.0002292223721647655,relu,0.01,128,"(50,)",0.001,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.001, 'solver': 'adam'}",0.6419122561444659,0.5726378356220536,0.5082444673775943,0.5031799476243921,0.4617886178861788,0.537552624930937,0.06309126475849632,142
0.06800322532653809,0.026359222311980856,0.004065322875976563,4.3894770568775295e-05,relu,0.01,128,"(50,)",0.01,adam,"{'activation': 'relu', 'alpha': 0.01, 'batch_size': 128, 'hidden_layer_sizes': (50,), 'learning_rate_init': 0.01, 'solver': 'adam'}",0.6425879974267071,0.5967175142587436,0.6197184721670038,0.5054055939178349,0.47830817353461175,0.5685475502609803,0.0648445058577079,113
