layer,min_weight,max_weight,mean_weight,std_weight
1,-0.6250757655638425,0.3883677952182682,-0.0013935099690158422,0.17395554670162286
2,-0.4386171377792304,0.3720174346682218,-0.017162652356958633,0.15929630359468064
