mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_decision_function_shape,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12218074798583985,0.02083324330932811,0.021982812881469728,0.015027651322961284,0.1,ovr,scale,rbf,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'rbf'}",0.6563270858154081,0.6889211417513305,0.5854317196248182,0.6386920694903689,0.6221191506905792,0.638298233474501,0.034480442202180675,17
0.06588473320007324,0.013485130109787703,0.0046561241149902345,0.0006884343205072982,0.1,ovr,scale,linear,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'linear'}",0.6543024227234753,0.6905454406656742,0.5819202495675809,0.6190045638508568,0.6197997121368769,0.6331144777888928,0.03672728186617626,39
0.08403096199035645,0.014407040340239154,0.005090475082397461,0.000745171294190677,0.1,ovr,scale,poly,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'poly'}",0.5133350484521052,0.54437564499484,0.4997729943382117,0.4675248370900545,0.5237027929335621,0.5097422635617547,0.025647506778803682,107
0.09937100410461426,0.012018732886757684,0.008500337600708008,0.007282851778389336,0.1,ovr,scale,sigmoid,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'sigmoid'}",0.6056273661060854,0.6818202515276526,0.594786203666695,0.6224696356275303,0.5748369058713886,0.6159080725598703,0.03640367138093155,69
0.10911092758178711,0.010300272646092595,0.013056325912475585,0.0048708602028544835,0.1,ovr,auto,rbf,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf'}",0.6563270858154081,0.6889211417513305,0.5847778813296055,0.6332023861486977,0.6221191506905792,0.6370695291471242,0.03473421443166509,19
0.06399173736572265,0.006904312740568986,0.003775358200073242,0.0005582523656306444,0.1,ovr,auto,linear,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'linear'}",0.6543024227234753,0.6905454406656742,0.5819202495675809,0.6190045638508568,0.6197997121368769,0.6331144777888928,0.03672728186617626,39
0.08176579475402831,0.016524785454594355,0.004612398147583008,0.000890169734684702,0.1,ovr,auto,poly,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'poly'}",0.5133350484521052,0.54437564499484,0.4987387387387387,0.4755651755651755,0.5237027929335621,0.5111434801368844,0.02318020472775668,105
0.0912008285522461,0.012145569828819718,0.005911445617675782,0.0007194331661981993,0.1,ovr,auto,sigmoid,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid'}",0.6056273661060854,0.6881083103305325,0.6010499079464596,0.6150026444144091,0.5629882234971116,0.6145552904589197,0.04082036855026362,71
0.12399749755859375,0.01633924792046478,0.017612981796264648,0.01302160880301088,0.1,ovr,0.1,rbf,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf'}",0.6627911891970826,0.6766012993443263,0.5742904558694032,0.6272986744504522,0.6144694164585666,0.6310902070639661,0.03631266975706347,51
0.06820697784423828,0.015446989060038087,0.009377861022949218,0.007901481141675378,0.1,ovr,0.1,linear,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'linear'}",0.6543024227234753,0.6905454406656742,0.5819202495675809,0.6190045638508568,0.6197997121368769,0.6331144777888928,0.03672728186617626,39
0.10257472991943359,0.027677437420598396,0.005013704299926758,0.0007744123924453909,0.1,ovr,0.1,poly,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'poly'}",0.4590033318846878,0.4749034749034749,0.445196830278248,0.4588232300096707,0.5365892207997471,0.4749032175751656,0.032245944877458625,119
0.10979533195495605,0.02772497475145632,0.0064373016357421875,0.003144930392068732,0.1,ovr,0.1,sigmoid,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid'}",0.6145787716437612,0.6953055051421657,0.5998373305216572,0.6346494153216842,0.5866739476739782,0.6262089940606492,0.03805079541554467,61
0.16908831596374513,0.027988463604208556,0.019054174423217773,0.010467136394102856,0.1,ovr,0.01,rbf,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf'}",0.6557408796024202,0.6547603425181444,0.5603271831805076,0.5620743254912856,0.5958529010755946,0.6057511263735904,0.0423552856431254,73
0.06821737289428711,0.016318333565288914,0.004171943664550782,0.0008416165116819296,0.1,ovr,0.01,linear,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'linear'}",0.6543024227234753,0.6905454406656742,0.5819202495675809,0.6190045638508568,0.6197997121368769,0.6331144777888928,0.03672728186617626,39
0.0942039966583252,0.010922778852959539,0.004550790786743164,0.0006983430296878876,0.1,ovr,0.01,poly,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'poly'}",0.16042780748663102,0.2222222222222222,0.16399286987522282,0.16399286987522282,0.16399286987522282,0.17492572786690436,0.023688521377469646,125
0.14967780113220214,0.019523112269174588,0.011116981506347656,0.005838946423368629,0.1,ovr,0.01,sigmoid,"{'C': 0.1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid'}",0.48053424268258027,0.6486497344757814,0.5038667885916828,0.5509703062894552,0.5477487291212781,0.5463539602321555,0.05766294552238994,97
0.12399401664733886,0.025226034221945432,0.013589000701904297,0.008496915550240852,1.0,ovo,scale,rbf,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.6377531933087489,0.672234198549988,0.6089659133137394,0.6648827633767392,0.5927417603462096,0.635315565779085,0.030822004287540165,35
0.11671366691589355,0.030652906787431405,0.006931734085083008,0.0021964224890249208,1.0,ovo,scale,linear,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.1303004264831543,0.0160803100591339,0.009927701950073243,0.006882674672914743,1.0,ovo,scale,poly,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'poly'}",0.6131166131166131,0.6522625584706122,0.6078225510782255,0.5608192524321557,0.582133099917774,0.6032308150030761,0.030876460721784137,75
0.1126089096069336,0.011478190323209249,0.007484722137451172,0.0020723905546938836,1.0,ovo,scale,sigmoid,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'sigmoid'}",0.47716349697773847,0.5584399953516942,0.5094447261663286,0.5529649595687331,0.6007619335412642,0.5397550223211518,0.04261897927840142,101
0.14284176826477052,0.013613998729166311,0.015161895751953125,0.003487101937217464,1.0,ovo,auto,rbf,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'rbf'}",0.6377531933087489,0.672234198549988,0.6089659133137394,0.6648827633767392,0.5927417603462096,0.635315565779085,0.030822004287540165,35
0.12896957397460937,0.004381172664791787,0.00561990737915039,0.0017858577451791186,1.0,ovo,auto,linear,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.11369314193725585,0.014670101012433842,0.013942193984985352,0.01191830446382958,1.0,ovo,auto,poly,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'poly'}",0.6131166131166131,0.6522625584706122,0.6026054257319365,0.5608192524321557,0.582133099917774,0.6021873899338183,0.030791695392427626,77
0.10164260864257812,0.011337165814694112,0.007229328155517578,0.0027463014611679507,1.0,ovo,auto,sigmoid,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'sigmoid'}",0.47716349697773847,0.5699512790597182,0.5104447818263608,0.5535825545171339,0.6007619335412642,0.5423808091844431,0.043742823968489934,99
0.14757728576660156,0.01505600081617336,0.016259384155273438,0.004149458308571531,1.0,ovo,0.1,rbf,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'rbf'}",0.6522940314278897,0.6721920769047681,0.6171323015667921,0.6459521321590288,0.5932139673681355,0.6361569018853228,0.02778819305711634,25
0.1340867042541504,0.006326533576317267,0.00930485725402832,0.004705649067023677,1.0,ovo,0.1,linear,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.10977587699890137,0.01383660248524694,0.010668039321899414,0.00696210354897468,1.0,ovo,0.1,poly,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'poly'}",0.626089466089466,0.6462392813393222,0.5694341711506573,0.5375652558655134,0.5528455284552846,0.5864347405800487,0.04231917158689427,91
0.11871886253356934,0.00974537667380856,0.008822250366210937,0.006632033188354907,1.0,ovo,0.1,sigmoid,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'sigmoid'}",0.5351312744621889,0.6033201691096427,0.4752433090024331,0.6202727228135577,0.5541051541051542,0.5576145258985953,0.05160985394372209,95
0.15721793174743653,0.01251669916974393,0.019085121154785157,0.005211658214061312,1.0,ovo,0.01,rbf,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'rbf'}",0.6648401826484017,0.685668094398253,0.5688391840115977,0.6132178932178932,0.5982002716179932,0.6261531251788278,0.04306341852904994,63
0.14042048454284667,0.023036744025674395,0.007662630081176758,0.0004476702967382477,1.0,ovo,0.01,linear,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.14012389183044432,0.009222400541490788,0.0058081626892089845,0.001731802846013855,1.0,ovo,0.01,poly,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'poly'}",0.16042780748663102,0.2222222222222222,0.16399286987522282,0.16399286987522282,0.16399286987522282,0.17492572786690436,0.023688521377469646,125
0.13951549530029297,0.007455187750361148,0.007011604309082031,0.001808231309592547,1.0,ovo,0.01,sigmoid,"{'C': 1, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6325107251447374,0.69785595660909,0.5644168734491316,0.6063446357564004,0.6046672733791125,0.6211590928676944,0.044096249675477074,67
0.1308525562286377,0.009090128935916313,0.013748455047607421,0.006618327586204782,1.0,ovr,scale,rbf,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'rbf'}",0.6377531933087489,0.672234198549988,0.6089659133137394,0.6648827633767392,0.5927417603462096,0.635315565779085,0.030822004287540165,35
0.1347499370574951,0.0039047631498291017,0.008605241775512695,0.0019194498806709341,1.0,ovr,scale,linear,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.115944242477417,0.013934293355667636,0.0062334537506103516,0.0023366888662527145,1.0,ovr,scale,poly,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'poly'}",0.6131166131166131,0.6522625584706122,0.6078225510782255,0.5608192524321557,0.582133099917774,0.6032308150030761,0.030876460721784137,75
0.11023988723754882,0.015016117840126884,0.0064313411712646484,0.001658843431676727,1.0,ovr,scale,sigmoid,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'sigmoid'}",0.47716349697773847,0.5584399953516942,0.5094447261663286,0.5529649595687331,0.6007619335412642,0.5397550223211518,0.04261897927840142,101
0.1444620132446289,0.015265923370470766,0.02380819320678711,0.007723460281161003,1.0,ovr,auto,rbf,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf'}",0.6377531933087489,0.672234198549988,0.6089659133137394,0.6648827633767392,0.5927417603462096,0.635315565779085,0.030822004287540165,35
0.12715983390808105,0.012496308218195844,0.0078026771545410155,0.0021619635706732086,1.0,ovr,auto,linear,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.12300000190734864,0.00707923920993323,0.008023214340209962,0.004529751377637945,1.0,ovr,auto,poly,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'poly'}",0.6131166131166131,0.6522625584706122,0.6026054257319365,0.5608192524321557,0.582133099917774,0.6021873899338183,0.030791695392427626,77
0.11312699317932129,0.008598428486710283,0.009987115859985352,0.0007915169496547353,1.0,ovr,auto,sigmoid,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid'}",0.47716349697773847,0.5699512790597182,0.5104447818263608,0.5535825545171339,0.6007619335412642,0.5423808091844431,0.043742823968489934,99
0.147489595413208,0.012064150489010998,0.017705821990966798,0.007064278537616471,1.0,ovr,0.1,rbf,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf'}",0.6522940314278897,0.6721920769047681,0.6171323015667921,0.6459521321590288,0.5932139673681355,0.6361569018853228,0.02778819305711634,25
0.1266955852508545,0.006693219320704065,0.007125091552734375,0.0016073234143226664,1.0,ovr,0.1,linear,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.11436185836791993,0.004715712067349719,0.004643869400024414,0.0002578915217294663,1.0,ovr,0.1,poly,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'poly'}",0.626089466089466,0.6462392813393222,0.5694341711506573,0.5375652558655134,0.5528455284552846,0.5864347405800487,0.04231917158689427,91
0.11287012100219726,0.002998399323110203,0.006272792816162109,0.002080606112555762,1.0,ovr,0.1,sigmoid,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid'}",0.5351312744621889,0.6033201691096427,0.4752433090024331,0.6202727228135577,0.5541051541051542,0.5576145258985953,0.05160985394372209,95
0.16452035903930665,0.012409393174780601,0.022241926193237303,0.0049435116434226115,1.0,ovr,0.01,rbf,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf'}",0.6648401826484017,0.685668094398253,0.5688391840115977,0.6132178932178932,0.5982002716179932,0.6261531251788278,0.04306341852904994,63
0.1259171485900879,0.011771891032225744,0.006504631042480469,0.0021106451893528936,1.0,ovr,0.01,linear,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'linear'}",0.6538625693555271,0.6593353618248483,0.5943682051453627,0.6382583170254402,0.6317354304603849,0.6355119767623127,0.022886295261746493,27
0.13329024314880372,0.007107437241576558,0.007503652572631836,0.0026649068254029464,1.0,ovr,0.01,poly,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'poly'}",0.16042780748663102,0.2222222222222222,0.16399286987522282,0.16399286987522282,0.16399286987522282,0.17492572786690436,0.023688521377469646,125
0.13822441101074218,0.013011750308852715,0.011724853515625,0.008443184841071915,1.0,ovr,0.01,sigmoid,"{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6325107251447374,0.69785595660909,0.5644168734491316,0.6063446357564004,0.6046672733791125,0.6211590928676944,0.044096249675477074,67
0.15944552421569824,0.011059413117701202,0.01739649772644043,0.0059871019607896335,10.0,ovo,scale,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.5798572659037775,0.6775040573601725,0.5985603543743078,0.6648115885920763,0.6246934655665298,0.6290853463593729,0.03740375279829061,53
0.4861747741699219,0.023096435650765877,0.006180715560913086,0.0023412573380889937,10.0,ovo,scale,linear,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'linear'}",0.6613006396588487,0.6727191542073575,0.6086255318991892,0.643661971830986,0.6317354304603849,0.6436085456113532,0.022473195993225944,1
0.1800863265991211,0.0060985652424433824,0.007901477813720702,0.002120352641210635,10.0,ovo,scale,poly,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'poly'}",0.573395580454404,0.6014966994952169,0.5650631158587095,0.589677913207325,0.6269478319783198,0.591316228198795,0.021846339660681332,85
0.08859224319458008,0.011352688665367254,0.006958818435668946,0.0022670536635638803,10.0,ovo,scale,sigmoid,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'sigmoid'}",0.42914283396211106,0.5210298481157517,0.44929328053060297,0.5414087827880931,0.5736539217918728,0.5029057334376864,0.05501188043195947,113
0.1542914867401123,0.015526050297153737,0.013254165649414062,0.0023060320619737035,10.0,ovo,auto,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'rbf'}",0.5798572659037775,0.6775040573601725,0.5985603543743078,0.6648115885920763,0.6246934655665298,0.6290853463593729,0.03740375279829061,53
0.48189482688903806,0.028727472409982146,0.007667827606201172,0.0004590102795017885,10.0,ovo,auto,linear,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'linear'}",0.6613006396588487,0.6727191542073575,0.6086255318991892,0.643661971830986,0.6317354304603849,0.6436085456113532,0.022473195993225944,1
0.17515916824340821,0.010898561683747287,0.007088232040405274,0.0018630097117903958,10.0,ovo,auto,poly,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'poly'}",0.573395580454404,0.6014966994952169,0.5650631158587095,0.5798765432098766,0.6196251902587518,0.5878914258553918,0.019938078588659574,89
0.07957015037536622,0.01348317826552055,0.010820770263671875,0.008790950099285997,10.0,ovo,auto,sigmoid,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'sigmoid'}",0.42914283396211106,0.5344585091420534,0.49601783657322257,0.5402971470239722,0.560952380952381,0.512173741530748,0.046523192806427235,103
0.14131693840026854,0.012078835620718594,0.022922706604003907,0.006948660027070581,10.0,ovo,0.1,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'rbf'}",0.6057275103959532,0.6619277885235332,0.6111758727881397,0.6648827633767392,0.6145193014671578,0.6316466473103046,0.02609899296107025,49
0.446168041229248,0.06670531852860892,0.00599822998046875,0.001809690549692332,10.0,ovo,0.1,linear,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'linear'}",0.6613006396588487,0.6727191542073575,0.6086255318991892,0.643661971830986,0.6317354304603849,0.6436085456113532,0.022473195993225944,1
0.14383482933044434,0.007355504056473759,0.00890364646911621,0.0018775714757534659,10.0,ovo,0.1,poly,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'poly'}",0.5857242374483753,0.6157239133727094,0.5877411477411477,0.5854233048960154,0.6149214928334416,0.5979068192583379,0.014244593832987007,79
0.08134217262268066,0.016785606104333876,0.006611061096191406,0.001155481630874166,10.0,ovo,0.1,sigmoid,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.1, 'kernel': 'sigmoid'}",0.46768878611636655,0.5587275714348349,0.48170766332976256,0.5423840267814443,0.4924882540521161,0.5085992603429048,0.03552646177511998,109
0.12766523361206056,0.020514392588993114,0.015555047988891601,0.004312628884676585,10.0,ovo,0.01,rbf,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'rbf'}",0.6793231205356708,0.6804037950693539,0.5941857824210764,0.6136752136752137,0.614165278408804,0.6363506380220237,0.036253427417409674,23
0.4377151012420654,0.06881442949383972,0.006431055068969726,0.00129877079088664,10.0,ovo,0.01,linear,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'linear'}",0.6613006396588487,0.6727191542073575,0.6086255318991892,0.643661971830986,0.6317354304603849,0.6436085456113532,0.022473195993225944,1
0.08821611404418946,0.015180800282376833,0.0071945667266845705,0.0022162821599484676,10.0,ovo,0.01,poly,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'poly'}",0.20627007865293012,0.40074313976550924,0.23370370370370372,0.18664178539794452,0.27442827442827444,0.2603573963896724,0.07612620459421403,123
0.11624302864074706,0.021655887224976602,0.00785207748413086,0.002624562009687191,10.0,ovo,0.01,sigmoid,"{'C': 10, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'sigmoid'}",0.6560823334308847,0.6792439399048368,0.6002866814037027,0.6266542980828694,0.6197997121368769,0.6364133929918341,0.0279203029425772,21
0.11491141319274903,0.028740972012215378,0.01508173942565918,0.002815476367942696,10.0,ovr,scale,rbf,"{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'rbf'}",0.5798572659037775,0.6775040573601725,0.5985603543743078,0.6648115885920763,0.6246934655665298,0.6290853463593729,0.03740375279829061,53
0.42046117782592773,0.0719420536167817,0.008362436294555664,0.002464843074795469,10.0,ovr,scale,linear,"{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'linear'}",0.6613006396588487,0.6727191542073575,0.6086255318991892,0.643661971830986,0.6317354304603849,0.6436085456113532,0.022473195993225944,1
