model_name,accuracy,f1_macro,total_support_vectors,support_vector_ratio,precision_Dropout,recall_Dropout,f1_Dropout,precision_Enrolled,recall_Enrolled,f1_Enrolled,precision_Graduate,recall_Graduate,f1_Graduate
SVM,0.7062146892655368,0.6688972389407996,2209,0.6241876236224922,0.8181818181818182,0.602112676056338,0.6937119675456389,0.3917910447761194,0.660377358490566,0.4918032786885246,0.8553921568627451,0.7895927601809954,0.8211764705882353
