model_name,accuracy,f1_macro,precision_Dropout,recall_Dropout,f1_Dropout,precision_Enrolled,recall_Enrolled,f1_Enrolled,precision_Graduate,recall_Graduate,f1_Graduate
XGBoost,0.7423728813559322,0.661502031310116,0.7851239669421488,0.6690140845070423,0.7224334600760456,0.5,0.3584905660377358,0.4175824175824176,0.775047258979206,0.9276018099547512,0.8444902162718847
